,profile_educ,profile_gender,profile_homeown,profile_hhincome,profile_marital,dem_age_r_x,profile_region9,pid_x,presapp_track,presapp_job,presapp_jobstr,presapp_job_x,presapp_econ,presapp_econstr,presapp_econ_x,presapp_foreign,presapp_foreignstr,presapp_foreign_x,presapp_health,presapp_healthstr,presapp_health_x,presapp_war,presapp_warstr,presapp_war_x,libcpre_self,libcpre_choose,libcpre_dpc,libcpre_rpc,libcpre_ptyd,libcpre_ptyr,libcpo_self,libcpo_selfch,libcpo_hdc,libcpo_hrc,paprofile_libcon_self,paprofile_libcon_pres
1704,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,43,-1. Inapplicable,5. Independent-Republican,1. Right direction,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,-8. Don't know,-1. Inapplicable,-8. Don't know,1. Approve,2. Not strongly,2. Approve not strongly,5. Slightly conservative,-1. Inapplicable,3. Slightly liberal,7. Extremely conservative,2. Liberal,7. Extremely conservative,5. Slightly conservative,-1. Inapplicable,2. Liberal,6. Conservative,-1. Inapplicable,-1. Inapplicable
1705,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,62,-1. Inapplicable,3. Independent-Democrat,1. Right direction,-8. Don't know,-1. Inapplicable,-8. Don't know,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,3. Slightly liberal,-1. Inapplicable,2. Liberal,5. Slightly conservative,2. Liberal,6. Conservative,5. Slightly conservative,-1. Inapplicable,3. Slightly liberal,6. Conservative,-1. Inapplicable,-1. Inapplicable
1706,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,58,-1. Inapplicable,2. Not very strong Democract,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,1. Approve,2. Not strongly,2. Approve not strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,3. Slightly liberal,-1. Inapplicable,1. Extremely liberal,6. Conservative,1. Extremely liberal,7. Extremely conservative,4. Moderate; middle of the road,1. Liberal,3. Slightly liberal,6. Conservative,-1. Inapplicable,-1. Inapplicable
1707,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,71,-1. Inapplicable,7. Strong Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,6. Conservative,-1. Inapplicable,1. Extremely liberal,6. Conservative,1. Extremely liberal,7. Extremely conservative,6. Conservative,-1. Inapplicable,-8. Don't know,5. Slightly conservative,-1. Inapplicable,-1. Inapplicable
1708,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,90,-1. Inapplicable,4. Independent,2. Wrong track,-8. Don't know,-1. Inapplicable,-8. Don't know,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,-8. Don't know,-1. Inapplicable,-8. Don't know,3. Slightly liberal,-1. Inapplicable,-8. Don't know,-8. Don't know,-8. Don't know,-8. Don't know,2. Liberal,-1. Inapplicable,-8. Don't know,-8. Don't know,-1. Inapplicable,-1. Inapplicable
1709,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,48,-1. Inapplicable,6. Not very strong Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,1. Approve,1. Strongly,1. Approve strongly,-2. Haven't thought much about this,2. Conservative,2. Liberal,6. Conservative,2. Liberal,6. Conservative,4. Moderate; middle of the road,2. Conservative,4. Moderate; middle of the road,6. Conservative,-1. Inapplicable,-1. Inapplicable
1710,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,69,-1. Inapplicable,-2. Missing,2. Wrong track,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,6. Conservative,-1. Inapplicable,1. Extremely liberal,6. Conservative,2. Liberal,5. Slightly conservative,6. Conservative,-1. Inapplicable,2. Liberal,4. Moderate; middle of the road,-1. Inapplicable,-1. Inapplicable
1711,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,24,-1. Inapplicable,4. Independent,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,1. Approve,1. Strongly,1. Approve strongly,-8. Don't know,-8. Don't know,4. Moderate; middle of the road,-8. Don't know,4. Moderate; middle of the road,4. Moderate; middle of the road,4. Moderate; middle of the road,-8. Don't know,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable
1712,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,49,-1. Inapplicable,6. Not very strong Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,1. Approve,2. Not strongly,2. Approve not strongly,-2. Haven't thought much about this,3. Moderate {VOL},-8. Don't know,-8. Don't know,4. Moderate; middle of the road,4. Moderate; middle of the road,4. Moderate; middle of the road,2. Conservative,-8. Don't know,4. Moderate; middle of the road,-1. Inapplicable,-1. Inapplicable
1713,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,21,-1. Inapplicable,6. Not very strong Republican,-8. Don't know,1. Approve,2. Not strongly,2. Approve not strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,-8. Don't know,-1. Inapplicable,-8. Don't know,-8. Don't know,-1. Inapplicable,-8. Don't know,-8. Don't know,-1. Inapplicable,-8. Don't know,-2. Haven't thought much about this,3. Moderate {VOL},-8. Don't know,-8. Don't know,-8. Don't know,-8. Don't know,-8. Don't know,3. Moderate {VOL},-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable
1714,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,46,-1. Inapplicable,5. Independent-Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,1. Approve,2. Not strongly,2. Approve not strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,1. Approve,1. Strongly,1. Approve strongly,-2. Haven't thought much about this,2. Conservative,2. Liberal,6. Conservative,2. Liberal,7. Extremely conservative,6. Conservative,-1. Inapplicable,7. Extremely conservative,6. Conservative,-1. Inapplicable,-1. Inapplicable
1715,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,57,-1. Inapplicable,6. Not very strong Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,-8. Don't know,-1. Inapplicable,-8. Don't know,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,3. Slightly liberal,-1. Inapplicable,3. Slightly liberal,5. Slightly conservative,3. Slightly liberal,6. Conservative,4. Moderate; middle of the road,2. Conservative,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable
1716,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,33,-1. Inapplicable,2. Not very strong Democract,1. Right direction,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,-8. Don't know,-1. Inapplicable,-8. Don't know,1. Approve,1. Strongly,1. Approve strongly,-8. Don't know,-1. Inapplicable,-8. Don't know,-2. Haven't thought much about this,2. Conservative,3. Slightly liberal,-8. Don't know,4. Moderate; middle of the road,4. Moderate; middle of the road,-2. Haven't thought much {do not probe},2. Conservative,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable
1717,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,79,-1. Inapplicable,2. Not very strong Democract,1. Right direction,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,2. Liberal,-1. Inapplicable,1. Extremely liberal,6. Conservative,1. Extremely liberal,7. Extremely conservative,2. Liberal,-1. Inapplicable,2. Liberal,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable
1718,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,72,-1. Inapplicable,5. Independent-Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,6. Conservative,-1. Inapplicable,1. Extremely liberal,5. Slightly conservative,2. Liberal,4. Moderate; middle of the road,5. Slightly conservative,-1. Inapplicable,-1. Inapplicable,5. Slightly conservative,-1. Inapplicable,-1. Inapplicable
1719,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,52,-1. Inapplicable,5. Independent-Republican,2. Wrong track,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,6. Conservative,-1. Inapplicable,3. Slightly liberal,4. Moderate; middle of the road,2. Liberal,6. Conservative,7. Extremely conservative,-1. Inapplicable,-1. Inapplicable,-8. Don't know,-1. Inapplicable,-1. Inapplicable
1720,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,29,-1. Inapplicable,5. Independent-Republican,2. Wrong track,1. Approve,2. Not strongly,2. Approve not strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,-2. Haven't thought much about this,3. Moderate {VOL},3. Slightly liberal,5. Slightly conservative,2. Liberal,6. Conservative,5. Slightly conservative,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable
1721,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,31,-1. Inapplicable,5. Independent-Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,1. Strongly,1. Approve strongly,4. Moderate; middle of the road,3. Moderate {VOL},1. Extremely liberal,4. Moderate; middle of the road,2. Liberal,6. Conservative,4. Moderate; middle of the road,1. Liberal,2. Liberal,6. Conservative,-1. Inapplicable,-1. Inapplicable
1722,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,42,-1. Inapplicable,2. Not very strong Democract,2. Wrong track,1. Approve,2. Not strongly,2. Approve not strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,1. Strongly,1. Approve strongly,3. Slightly liberal,-1. Inapplicable,5. Slightly conservative,7. Extremely conservative,4. Moderate; middle of the road,6. Conservative,3. Slightly liberal,-1. Inapplicable,-8. Don't know,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable
1723,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,26,-1. Inapplicable,2. Not very strong Democract,1. Right direction,1. Approve,1. Strongly,1. Approve strongly,1. Approve,2. Not strongly,2. Approve not strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,1. Approve,1. Strongly,1. Approve strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,3. Slightly liberal,-1. Inapplicable,3. Slightly liberal,5. Slightly conservative,2. Liberal,7. Extremely conservative,2. Liberal,-1. Inapplicable,2. Liberal,6. Conservative,-1. Inapplicable,-1. Inapplicable
1724,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,43,-1. Inapplicable,3. Independent-Democrat,2. Wrong track,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,4. Moderate; middle of the road,2. Conservative,6. Conservative,2. Liberal,6. Conservative,2. Liberal,-2. Haven't thought much {do not probe},1. Liberal,2. Liberal,2. Liberal,-1. Inapplicable,-1. Inapplicable
1725,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,19,-1. Inapplicable,3. Independent-Democrat,2. Wrong track,1. Approve,1. Strongly,1. Approve strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,-8. Don't know,-1. Inapplicable,-8. Don't know,1. Approve,1. Strongly,1. Approve strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,-2. Haven't thought much about this,2. Conservative,4. Moderate; middle of the road,-8. Don't know,5. Slightly conservative,2. Liberal,-2. Haven't thought much {do not probe},2. Conservative,5. Slightly conservative,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable
1726,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,46,-1. Inapplicable,4. Independent,1. Right direction,1. Approve,1. Strongly,1. Approve strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,4. Moderate; middle of the road,2. Conservative,4. Moderate; middle of the road,3. Slightly liberal,4. Moderate; middle of the road,5. Slightly conservative,-2. Haven't thought much {do not probe},-9. Refused,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable
1727,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,22,-1. Inapplicable,4. Independent,2. Wrong track,1. Approve,2. Not strongly,2. Approve not strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,-8. Don't know,-1. Inapplicable,-8. Don't know,1. Approve,1. Strongly,1. Approve strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,-2. Haven't thought much about this,3. Moderate {VOL},-8. Don't know,-8. Don't know,-8. Don't know,-8. Don't know,-2. Haven't thought much {do not probe},-8. Don't know,-1. Inapplicable,-8. Don't know,-1. Inapplicable,-1. Inapplicable
1728,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,39,-1. Inapplicable,6. Not very strong Republican,1. Right direction,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,-8. Don't know,-1. Inapplicable,-8. Don't know,1. Approve,2. Not strongly,2. Approve not strongly,5. Slightly conservative,-1. Inapplicable,2. Liberal,7. Extremely conservative,1. Extremely liberal,6. Conservative,5. Slightly conservative,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable
1729,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,35,-1. Inapplicable,2. Not very strong Democract,1. Right direction,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,1. Strongly,1. Approve strongly,-8. Don't know,-1. Inapplicable,-8. Don't know,1. Approve,1. Strongly,1. Approve strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Extremely liberal,-1. Inapplicable,5. Slightly conservative,7. Extremely conservative,6. Conservative,7. Extremely conservative,1. Extremely liberal,-1. Inapplicable,-8. Don't know,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable
1730,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,58,-1. Inapplicable,1. Strong Democrat,2. Wrong track,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Liberal,-1. Inapplicable,3. Slightly liberal,6. Conservative,3. Slightly liberal,7. Extremely conservative,2. Liberal,-1. Inapplicable,-8. Don't know,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable
1731,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,31,-1. Inapplicable,5. Independent-Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,-8. Don't know,-1. Inapplicable,-8. Don't know,-8. Don't know,-1. Inapplicable,-8. Don't know,4. Moderate; middle of the road,3. Moderate {VOL},1. Extremely liberal,4. Moderate; middle of the road,2. Liberal,6. Conservative,"-6. Not asked, unit nonresponse (no post-election interview)","-6. Not asked, unit nonresponse (no post-election interview)","-6. Not asked, unit nonresponse (no post-election interview)","-6. Not asked, unit nonresponse (no post-election interview)",-1. Inapplicable,-1. Inapplicable
1732,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,73,-1. Inapplicable,7. Strong Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,6. Conservative,-1. Inapplicable,1. Extremely liberal,6. Conservative,2. Liberal,6. Conservative,6. Conservative,-1. Inapplicable,-8. Don't know,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable
1733,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,52,-1. Inapplicable,1. Strong Democrat,2. Wrong track,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Extremely liberal,-1. Inapplicable,2. Liberal,7. Extremely conservative,3. Slightly liberal,7. Extremely conservative,1. Extremely liberal,-1. Inapplicable,3. Slightly liberal,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable
